RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3432513839,Once a year or less,Once in a while,"5'2""",No,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Bachelor degree,West North Central
3432372897,Once a year or less,Usually,"5'4""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, very rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","No, not at all rude",No,No,Female,45-60,"$0 - $24,999",High school degree,East North Central
3432313795,Once a year or less,Once in a while,"5'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Bachelor degree,South Atlantic
3432304276,Once a year or less,Once in a while,"5'10""",No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",Yes,No,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3432231680,Once a year or less,Never,"5'7""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Bachelor degree,East South Central
3432093428,Once a year or less,Usually,"6'0""",No,The arm rests should be shared,Other (please specify),The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain
3431921466,Once a year or less,About half the time,"5'4""",Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$0 - $24,999",Some college or Associate degree,New England
3431888945,Once a year or less,Never,"5'9""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, very rude","Yes, very rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3431885678,Once a year or less,Never,"5'6""",No,Other (please specify),Other (please specify),Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Bachelor degree,East North Central
3431882220,Once a year or less,Never,"5'9""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3431838216,Once a year or less,Once in a while,"5'6""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3431837048,Once a year or less,Usually,"5'10""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",Yes,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,West North Central
3431828635,Once a year or less,Once in a while,"5'7""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
3431793142,Once a year or less,Never,"5'3""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,18-29,"$0 - $24,999",High school degree,West North Central
3431779152,Once a year or less,Once in a while,"5'11""",No,Other (please specify),Other (please specify),Everyone in the row should have some say,"Yes, very rude","Yes, very rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude",No,No,Male,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
3431754304,Once a year or less,Always,"5'11""",Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3431751287,Once a year or less,Always,"5'1""",No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,45-60,"$0 - $24,999",Graduate degree,Pacific
3431741243,Once a year or less,Never,"5'10""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude",No,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3431732652,Once a year or less,Once in a while,"5'7""",No,Other (please specify),Other (please specify),Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",No,No,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3433791959,Once a month or less,Usually,"6'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",Yes,No,Male,30-44,"$0 - $24,999",Graduate degree,Pacific
3433225123,Once a month or less,Usually,"6'0""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
